TransactionID,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,TransactionDT,TransactionAmt,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,isFraud
51,H,7207,111.0,150.0,visa,226.0,debit,204.0,87.0,11110731,30.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
52,W,8505,555.0,150.0,visa,226.0,credit,494.0,87.0,14663091,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
53,W,2538,476.0,150.0,visa,166.0,debit,327.0,87.0,3353316,25.95,147.0,116.0,0.0,0.0,127.0,94.0,0.0,0.0,87.0,0.0,99.0,0.0,475.0,119.0,0
54,C,5812,408.0,185.0,mastercard,224.0,debit,NotFound,NotFound,4505859,34.97,3.0,8.0,0.0,3.0,0.0,3.0,3.0,8.0,0.0,3.0,4.0,4.0,5.0,2.0,0
55,W,7815,161.0,150.0,mastercard,117.0,debit,203.0,87.0,10029868,87.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,1
56,W,13809,583.0,150.0,visa,226.0,credit,194.0,87.0,3482493,100.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
57,R,14645,399.0,150.0,american express,137.0,credit,204.0,87.0,2144893,75.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0
58,H,15066,170.0,150.0,mastercard,102.0,credit,337.0,87.0,1188724,100.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
59,H,16132,111.0,150.0,visa,226.0,debit,299.0,87.0,14482031,30.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
60,W,2581,199.0,150.0,mastercard,202.0,debit,330.0,87.0,1710210,117.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0
61,W,2383,259.0,150.0,mastercard,224.0,debit,325.0,87.0,6024801,117.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0
62,R,10616,583.0,150.0,visa,226.0,credit,472.0,87.0,1621764,200.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
63,W,6530,206.0,150.0,mastercard,126.0,debit,315.0,87.0,11141445,117.0,46.0,58.0,0.0,0.0,36.0,34.0,0.0,0.0,31.0,0.0,34.0,0.0,226.0,38.0,0
64,W,15889,174.0,150.0,visa,166.0,debit,184.0,87.0,8113889,34.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
65,W,6564,555.0,150.0,visa,226.0,debit,324.0,87.0,13837105,107.94,4.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,10.0,4.0,0
66,C,3213,459.0,185.0,visa,226.0,credit,NotFound,NotFound,11476547,28.28,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
67,W,1342,514.0,150.0,mastercard,224.0,debit,325.0,87.0,5340124,39.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,1.0,0
68,W,7815,161.0,150.0,mastercard,117.0,debit,123.0,87.0,5686677,34.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
69,R,9397,321.0,150.0,visa,195.0,credit,299.0,87.0,5859774,100.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
70,W,7207,111.0,150.0,visa,226.0,debit,204.0,87.0,10364882,44.94,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0
71,W,7919,194.0,150.0,mastercard,166.0,debit,441.0,87.0,8004629,49.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0
72,W,13982,218.0,150.0,mastercard,117.0,debit,512.0,87.0,488931,100.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,18.0,2.0,0
73,W,5938,111.0,150.0,visa,162.0,credit,337.0,87.0,327786,39.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,0
74,W,12501,490.0,150.0,visa,226.0,debit,204.0,87.0,265685,59.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,2.0,0
75,H,4511,543.0,150.0,mastercard,195.0,debit,264.0,87.0,2222699,100.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
76,W,12544,321.0,150.0,visa,226.0,debit,441.0,87.0,13395498,117.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0
77,W,17373,490.0,150.0,visa,226.0,debit,310.0,87.0,15361983,100.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
78,W,7207,111.0,150.0,visa,226.0,debit,204.0,87.0,5875629,44.0,3.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,4.0,1.0,21.0,3.0,0
79,W,15592,494.0,150.0,mastercard,102.0,credit,204.0,87.0,3090772,554.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0
80,R,15497,490.0,150.0,visa,226.0,debit,299.0,87.0,2089293,100.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
81,R,8972,399.0,150.0,american express,118.0,credit,325.0,87.0,13086698,100.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
82,W,16255,470.0,150.0,mastercard,137.0,credit,299.0,87.0,14255947,107.94,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
83,W,9500,321.0,150.0,visa,226.0,debit,272.0,87.0,3507381,49.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,29.0,4.0,0
84,R,14182,562.0,150.0,mastercard,102.0,credit,337.0,87.0,1714417,100.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
85,C,15591,555.0,147.0,visa,226.0,credit,NotFound,NotFound,8823645,69.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0
86,W,2184,390.0,150.0,mastercard,224.0,debit,181.0,87.0,8456740,35.94,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
87,C,4467,488.0,117.0,mastercard,222.0,credit,NotFound,NotFound,8197705,12.33,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
88,W,11100,302.0,150.0,visa,226.0,debit,428.0,87.0,3958942,57.94,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,30.0,3.0,0
89,W,10856,268.0,150.0,visa,166.0,debit,327.0,87.0,1868817,27.97,132.0,96.0,0.0,0.0,165.0,86.0,0.0,0.0,88.0,0.0,78.0,0.0,535.0,111.0,0
90,W,5454,532.0,150.0,mastercard,224.0,debit,485.0,87.0,7491695,107.94,3.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,49.0,3.0,0
91,W,13780,298.0,150.0,visa,226.0,debit,441.0,87.0,12266055,27.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,9.0,2.0,1
92,W,11465,360.0,150.0,visa,166.0,debit,204.0,87.0,2855507,59.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0
93,H,16075,514.0,150.0,mastercard,102.0,credit,325.0,87.0,613220,70.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
94,W,3553,180.0,150.0,mastercard,224.0,debit,231.0,87.0,9998763,171.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,0
95,W,16132,111.0,150.0,visa,226.0,debit,299.0,87.0,4059320,29.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,2.0,0
96,W,13932,543.0,150.0,mastercard,224.0,debit,204.0,87.0,7674685,67.94,4.0,4.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,4.0,0.0,49.0,4.0,0
97,W,12577,268.0,150.0,visa,166.0,debit,472.0,87.0,8108643,42.94,3.0,6.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,36.0,3.0,0
98,W,7826,481.0,150.0,mastercard,224.0,debit,184.0,87.0,8477496,106.94,3.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,3.0,0.0,18.0,3.0,0
99,W,7919,194.0,150.0,mastercard,166.0,debit,485.0,87.0,10563538,67.94,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0
100,W,6357,480.0,150.0,mastercard,219.0,credit,485.0,87.0,6459266,445.0,77.0,70.0,0.0,0.0,104.0,59.0,0.0,0.0,54.0,0.0,50.0,0.0,442.0,73.0,1
101,W,15651,417.0,150.0,visa,226.0,debit,330.0,87.0,5089315,77.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,2.0,0
102,H,15056,399.0,150.0,american express,185.0,credit,325.0,87.0,1358205,50.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1
103,W,3326,265.0,150.0,visa,226.0,debit,485.0,87.0,3265737,52.94,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,28.0,3.0,0
104,W,12469,360.0,150.0,mastercard,126.0,debit,325.0,87.0,12935219,82.94,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
105,W,7207,111.0,150.0,visa,226.0,debit,204.0,87.0,14635725,135.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,14.0,1.0,0
106,C,15885,545.0,185.0,visa,138.0,debit,NotFound,NotFound,7507900,6.344,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
107,W,11900,339.0,150.0,visa,226.0,debit,191.0,87.0,3083822,262.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,21.0,2.0,0
108,W,3473,555.0,150.0,visa,226.0,debit,315.0,87.0,1192985,652.0,4.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,15.0,4.0,0
109,R,1675,174.0,150.0,visa,226.0,debit,204.0,87.0,4491118,200.0,5.0,5.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1
110,C,1976,545.0,185.0,visa,102.0,credit,NotFound,NotFound,10895159,35.34,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
111,W,16075,514.0,150.0,mastercard,102.0,credit,324.0,87.0,1632606,113.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,20.0,4.0,0
112,R,15053,277.0,144.0,visa,137.0,credit,356.0,96.0,10496243,50.0,10.0,17.0,0.0,8.0,0.0,10.0,0.0,7.0,0.0,5.0,13.0,0.0,1.0,1.0,1
113,S,6019,583.0,150.0,visa,226.0,credit,184.0,87.0,14153269,25.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
114,W,6963,454.0,150.0,visa,226.0,debit,330.0,87.0,7677620,44.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,16.0,1.0,0
115,W,16560,476.0,150.0,visa,166.0,debit,181.0,87.0,1816154,77.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
116,W,6369,308.0,150.0,visa,226.0,debit,384.0,87.0,5664908,107.94,7.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,3.0,0.0,66.0,5.0,0
117,W,1675,174.0,150.0,visa,226.0,debit,204.0,87.0,3187661,27.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,2.0,0
118,W,7468,514.0,150.0,mastercard,224.0,debit,299.0,87.0,9911923,151.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
119,W,3574,232.0,150.0,visa,166.0,debit,441.0,87.0,3175431,15.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
120,C,17667,273.0,185.0,mastercard,137.0,credit,NotFound,NotFound,2739568,15.16,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
121,H,5291,442.0,150.0,visa,226.0,debit,204.0,87.0,13915471,50.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
122,W,2884,490.0,150.0,visa,226.0,debit,226.0,87.0,3692754,92.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0
123,W,11207,361.0,150.0,visa,226.0,debit,231.0,87.0,5353627,49.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,0
124,C,5583,103.0,185.0,visa,226.0,credit,NotFound,NotFound,2763188,74.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
125,W,8195,225.0,150.0,mastercard,117.0,debit,158.0,87.0,1281623,353.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0
126,W,5033,269.0,150.0,mastercard,224.0,debit,327.0,87.0,10093369,29.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0
127,W,16659,170.0,150.0,visa,226.0,credit,204.0,87.0,11317560,117.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,7.0,2.0,0
128,W,2157,111.0,150.0,visa,226.0,debit,272.0,87.0,4831151,58.94,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
129,R,11233,321.0,150.0,visa,195.0,debit,272.0,87.0,11465225,100.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
130,C,3154,408.0,185.0,mastercard,224.0,debit,NotFound,NotFound,13928362,6.76,1.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,0
131,W,2772,512.0,150.0,visa,226.0,debit,498.0,87.0,5872813,79.94,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
132,W,10930,444.0,150.0,visa,226.0,debit,330.0,87.0,416687,25.0,5.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,4.0,0.0,42.0,5.0,0
133,W,10533,555.0,150.0,visa,226.0,credit,337.0,87.0,10453509,117.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
134,W,12322,539.0,150.0,mastercard,117.0,debit,299.0,87.0,5546544,161.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,0
135,W,10486,514.0,150.0,mastercard,219.0,credit,299.0,87.0,6033323,166.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,21.0,5.0,0
136,W,3331,310.0,150.0,mastercard,224.0,debit,203.0,87.0,9108406,35.94,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0
137,W,15497,490.0,150.0,visa,226.0,debit,299.0,87.0,14762488,226.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0
138,W,16630,242.0,150.0,visa,166.0,debit,123.0,87.0,6806399,39.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,0
